point1,point2,distance
332,281,0.09186612096101261
332,3162,18.52667891341694
332,3164,17.549853075949716
332,6,7.197491343481192
332,195,6.821854101435012
332,197,6.27429002130252
332,199,5.874698103051531
332,201,5.407998369114393
332,149,4.922741041446512
332,322,1.8602476855498693
332,4705,14.2241800715177
