,Intercept,Stop_sequence,scheduled_speed_per_stop,stops_travelled,Time_bin_xxx,DayOfWeek,Prediction
88330,1.0,18.0,0.9836065573770492,38.0,14100.0,2.0,52.75714285714285
31264,1.0,57.0,0.9836065573770492,56.0,23111.0,1.0,1.1805555555555558
113644,1.0,14.0,0.9836065573770492,55.0,19110.0,0.0,48.7
59900,1.0,61.0,0.9836065573770492,53.0,20000.0,2.0,7.970088250215194
125864,1.0,38.0,0.9836065573770492,55.0,22000.0,1.0,17.7
6290,1.0,25.0,0.9836065573770492,56.0,22100.0,0.0,29.259523809523806
62419,1.0,61.0,0.9836065573770492,59.0,23100.0,5.0,3.7440288126613384
100720,1.0,29.0,0.9836065573770492,60.0,17111.0,4.0,50.4
31123,1.0,57.0,0.9836065573770492,52.0,19110.0,1.0,8.761954270174057
72979,1.0,61.0,0.9836065573770492,59.0,8100.0,4.0,7.774141869811025
115346,1.0,34.0,0.9836065573770492,52.0,12100.0,3.0,24.05
78650,1.0,10.0,0.9836065573770492,59.0,11110.0,3.0,61.9
16195,1.0,35.0,0.9836065573770492,54.0,9000.0,3.0,19.806666666666665
130388,1.0,46.0,0.9836065573770492,44.0,15110.0,4.0,0.37321428571428567
104351,1.0,42.0,0.9836065573770492,59.0,12100.0,1.0,25.1
16499,1.0,35.0,0.9836065573770492,53.0,17110.0,6.0,24.15
6839,1.0,25.0,0.9836065573770492,53.0,7000.0,4.0,48.39238095238095
9528,1.0,26.0,0.9836065573770492,34.0,13110.0,0.0,35.55515873015874
49810,1.0,35.0,0.9836065573770492,57.0,7100.0,4.0,39.31666666666666
130202,1.0,30.0,0.9836065573770492,58.0,14111.0,3.0,45.8
95760,1.0,42.0,0.9836065573770492,53.0,18110.0,2.0,19.391666666666666
2249,1.0,9.0,0.9836065573770492,48.0,20110.0,5.0,39.53333333333333
11372,1.0,26.0,0.9836065573770492,52.0,21111.0,5.0,30.19166666666667
29254,1.0,57.0,0.9836065573770492,53.0,23100.0,5.0,3.884502939328878
114061,1.0,38.0,0.9836065573770492,51.0,15100.0,5.0,20.093333333333334
136256,1.0,3.0,0.9836065573770492,49.0,9100.0,2.0,66.475
6399,1.0,25.0,0.9836065573770492,55.0,13000.0,1.0,39.795
116393,1.0,43.0,0.9836065573770492,58.0,13110.0,3.0,20.25
131401,1.0,37.0,0.9836065573770492,60.0,21110.0,1.0,26.05
24029,1.0,57.0,0.9836065573770492,53.0,13100.0,4.0,0.9814285714285713
90304,1.0,4.0,0.9836065573770492,58.0,15111.0,4.0,75.5875
140222,1.0,60.0,0.9836065573770492,54.0,15110.0,2.0,3.6098760246318506
61542,1.0,61.0,0.9836065573770492,60.0,10100.0,4.0,4.998163515956806
73286,1.0,61.0,0.9836065573770492,59.0,21111.0,4.0,4.087550261523374
55535,1.0,51.0,0.9836065573770492,52.0,13111.0,1.0,4.224451235039471
62922,1.0,61.0,0.9836065573770492,59.0,8111.0,0.0,3.2224721117744117
68413,1.0,61.0,0.9836065573770492,56.0,10110.0,2.0,4.651456598243616
34613,1.0,57.0,0.9836065573770492,53.0,12100.0,1.0,4.215893773942509
92935,1.0,37.0,0.9836065573770492,48.0,9100.0,0.0,12.3
27984,1.0,57.0,0.9836065573770492,54.0,7110.0,3.0,4.548849178476663
98748,1.0,43.0,0.9836065573770492,54.0,19110.0,3.0,13.3
56617,1.0,55.0,0.9836065573770492,55.0,14110.0,4.0,0.6666666666666667
105579,1.0,57.0,0.9836065573770492,56.0,15110.0,4.0,2.8740384615384613
99344,1.0,19.0,0.9836065573770492,53.0,10111.0,0.0,50.1
21474,1.0,57.0,0.9836065573770492,52.0,10100.0,2.0,10.26930703902915
136306,1.0,3.0,0.9836065573770492,56.0,17000.0,5.0,69.6
135672,1.0,48.0,0.9836065573770492,51.0,9100.0,1.0,8.7
71663,1.0,61.0,0.9836065573770492,59.0,20000.0,1.0,1.2093306451612904
19285,1.0,51.0,0.9836065573770492,47.0,21110.0,5.0,9.201556776556775
54191,1.0,44.0,0.9836065573770492,56.0,15000.0,0.0,23.95
79627,1.0,23.0,0.9836065573770492,57.0,16000.0,3.0,51.98874458874459
44286,1.0,6.0,0.9836065573770492,52.0,10111.0,1.0,62.45
133983,1.0,2.0,0.9836065573770492,59.0,13111.0,0.0,77.33333333333333
49149,1.0,35.0,0.9836065573770492,56.0,18111.0,1.0,30.605
31150,1.0,57.0,0.9836065573770492,52.0,19110.0,1.0,8.761954270174057
48044,1.0,35.0,0.9836065573770492,51.0,19000.0,2.0,24.941071428571426
127290,1.0,6.0,0.9836065573770492,54.0,10111.0,2.0,62.075
43737,1.0,25.0,0.9836065573770492,53.0,8111.0,1.0,41.122499999999995
69741,1.0,61.0,0.9836065573770492,53.0,20111.0,4.0,3.194411027568922
69496,1.0,61.0,0.9836065573770492,56.0,11000.0,4.0,5.159955254251807
11633,1.0,26.0,0.9836065573770492,54.0,11110.0,1.0,37.23006854256854
13909,1.0,27.0,0.9836065573770492,41.0,17110.0,5.0,33.4
114453,1.0,38.0,0.9836065573770492,50.0,20000.0,1.0,15.7
109833,1.0,28.0,0.9836065573770492,52.0,21000.0,2.0,24.610833333333336
80277,1.0,23.0,0.9836065573770492,56.0,14110.0,0.0,45.8
80148,1.0,23.0,0.9836065573770492,58.0,11000.0,4.0,56.75
28268,1.0,57.0,0.9836065573770492,53.0,15100.0,3.0,1.0398809523809525
4339,1.0,25.0,0.9836065573770492,30.0,23100.0,1.0,25.027506967215196
95337,1.0,42.0,0.9836065573770492,52.0,16110.0,3.0,20.9
99418,1.0,19.0,0.9836065573770492,52.0,12100.0,1.0,47.725
135830,1.0,48.0,0.9836065573770492,48.0,14110.0,0.0,5.1
104568,1.0,42.0,0.9836065573770492,53.0,23000.0,5.0,18.75
90102,1.0,22.0,0.9836065573770492,51.0,8110.0,1.0,47.21666666666666
52141,1.0,36.0,0.9836065573770492,54.0,16000.0,5.0,19.1
99658,1.0,19.0,0.9836065573770492,60.0,21110.0,4.0,42.33452380952381
138338,1.0,58.0,0.9836065573770492,59.0,17110.0,3.0,7.817948717948719
37651,1.0,57.0,0.9836065573770492,56.0,23100.0,0.0,2.900460666410783
84399,1.0,5.0,0.9836065573770492,52.0,15100.0,3.0,61.275
88269,1.0,18.0,0.9836065573770492,53.0,14111.0,1.0,47.83333333333333
23827,1.0,57.0,0.9836065573770492,54.0,9111.0,4.0,10.660448490455622
115987,1.0,34.0,0.9836065573770492,55.0,17110.0,2.0,47.4
87887,1.0,18.0,0.9836065573770492,53.0,9110.0,2.0,42.9
7494,1.0,25.0,0.9836065573770492,56.0,23100.0,1.0,29.97753713876245
95874,1.0,42.0,0.9836065573770492,53.0,9100.0,0.0,14.5
56343,1.0,55.0,0.9836065573770492,47.0,20110.0,2.0,3.428451353313048
83238,1.0,5.0,0.9836065573770492,51.0,9111.0,2.0,64.8
119392,1.0,22.0,0.9836065573770492,59.0,9000.0,3.0,47.6
106328,1.0,21.0,0.9836065573770492,53.0,10111.0,2.0,45.85
68328,1.0,61.0,0.9836065573770492,59.0,8110.0,2.0,9.881831992051229
70683,1.0,61.0,0.9836065573770492,59.0,8100.0,0.0,17.627266192708966
94278,1.0,39.0,0.9836065573770492,56.0,9100.0,2.0,26.3
26521,1.0,57.0,0.9836065573770492,54.0,11100.0,1.0,1.8396994508759215
46870,1.0,35.0,0.9836065573770492,59.0,8000.0,4.0,47.13333333333333
34686,1.0,57.0,0.9836065573770492,52.0,14000.0,1.0,5.423294564438648
92451,1.0,33.0,0.9836065573770492,53.0,9110.0,1.0,28.32
108686,1.0,28.0,0.9836065573770492,54.0,17110.0,2.0,42.37850649350649
92171,1.0,33.0,0.9836065573770492,53.0,7000.0,0.0,34.785000000000004
131092,1.0,37.0,0.9836065573770492,54.0,19000.0,4.0,20.39
83250,1.0,5.0,0.9836065573770492,53.0,11110.0,2.0,62.14166666666667
44915,1.0,35.0,0.9836065573770492,59.0,11100.0,2.0,27.933333333333337
101393,1.0,29.0,0.9836065573770492,55.0,22100.0,2.0,26.28
112064,1.0,30.0,0.9836065573770492,52.0,15000.0,0.0,31.1
75762,1.0,61.0,0.9836065573770492,53.0,23100.0,2.0,4.403390977443609
29993,1.0,57.0,0.9836065573770492,54.0,11111.0,0.0,3.6232597205995476
20579,1.0,57.0,0.9836065573770492,53.0,12000.0,1.0,4.731728821968962
113925,1.0,14.0,0.9836065573770492,54.0,9100.0,2.0,53.43333333333332
83330,1.0,5.0,0.9836065573770492,52.0,9110.0,3.0,63.13583333333334
124140,1.0,11.0,0.9836065573770492,49.0,14100.0,1.0,54.8
80627,1.0,32.0,0.9836065573770492,57.0,10110.0,0.0,41.900000000000006
33149,1.0,57.0,0.9836065573770492,53.0,14000.0,5.0,1.5196138802717751
56566,1.0,55.0,0.9836065573770492,54.0,13111.0,3.0,0.27
45237,1.0,35.0,0.9836065573770492,58.0,12000.0,3.0,27.02261904761905
3113,1.0,9.0,0.9836065573770492,53.0,6110.0,0.0,62.75
136665,1.0,28.0,0.9836065573770492,54.0,11111.0,1.0,33.01428571428572
105618,1.0,57.0,0.9836065573770492,59.0,15000.0,6.0,10.5
88701,1.0,18.0,0.9836065573770492,54.0,6110.0,2.0,57.60833333333333
102204,1.0,55.0,0.9836065573770492,52.0,14111.0,3.0,0.7
58240,1.0,56.0,0.9836065573770492,57.0,14111.0,3.0,6.9333333333333345
98831,1.0,43.0,0.9836065573770492,52.0,12000.0,5.0,15.65
70631,1.0,61.0,0.9836065573770492,59.0,7111.0,0.0,5.180989346416145
45644,1.0,35.0,0.9836065573770492,60.0,18110.0,4.0,42.48833333333334
63763,1.0,61.0,0.9836065573770492,55.0,9111.0,1.0,2.993606536378276
7349,1.0,25.0,0.9836065573770492,51.0,8110.0,1.0,40.6522619047619
112833,1.0,31.0,0.9836065573770492,48.0,6110.0,3.0,19.5
133873,1.0,2.0,0.9836065573770492,56.0,20110.0,2.0,54.89
8847,1.0,26.0,0.9836065573770492,52.0,19100.0,2.0,34.88333333333334
107538,1.0,23.0,0.9836065573770492,50.0,16000.0,3.0,51.5
92351,1.0,33.0,0.9836065573770492,53.0,15000.0,4.0,24.4
77998,1.0,8.0,0.9836065573770492,56.0,18100.0,2.0,53.489999999999995
140910,1.0,60.0,0.9836065573770492,56.0,15111.0,4.0,1.8145848595848595
103932,1.0,41.0,0.9836065573770492,59.0,21000.0,6.0,18.8
120096,1.0,53.0,0.9836065573770492,54.0,20100.0,1.0,10.0
92475,1.0,33.0,0.9836065573770492,53.0,18000.0,1.0,33.37436507936508
136354,1.0,3.0,0.9836065573770492,50.0,8100.0,2.0,64.77619047619048
112918,1.0,31.0,0.9836065573770492,52.0,13000.0,0.0,30.9
52284,1.0,36.0,0.9836065573770492,58.0,18110.0,1.0,33.8
131704,1.0,49.0,0.9836065573770492,58.0,7000.0,0.0,20.0
7916,1.0,25.0,0.9836065573770492,51.0,14110.0,4.0,48.413333333333334
117971,1.0,9.0,0.9836065573770492,58.0,8100.0,2.0,60.908333333333324
57450,1.0,56.0,0.9836065573770492,59.0,8110.0,2.0,30.0
89861,1.0,19.0,0.9836065573770492,52.0,9000.0,2.0,48.5
100689,1.0,29.0,0.9836065573770492,58.0,8110.0,4.0,42.4
116387,1.0,43.0,0.9836065573770492,59.0,9000.0,3.0,21.85
139564,1.0,1.0,0.9836065573770492,56.0,23000.0,1.0,52.627950751896776
35384,1.0,57.0,0.9836065573770492,53.0,16111.0,2.0,4.992165150782125
80365,1.0,32.0,0.9836065573770492,56.0,15111.0,1.0,30.875
8160,1.0,25.0,0.9836065573770492,39.0,6000.0,0.0,26.869999999999997
122395,1.0,33.0,0.9836065573770492,58.0,18000.0,3.0,44.8
122390,1.0,33.0,0.9836065573770492,55.0,17000.0,3.0,41.6
128807,1.0,27.0,0.9836065573770492,57.0,17000.0,4.0,54.33571428571429
108868,1.0,28.0,0.9836065573770492,46.0,15111.0,4.0,37.3
89801,1.0,19.0,0.9836065573770492,51.0,16000.0,0.0,51.1
2362,1.0,9.0,0.9836065573770492,53.0,13111.0,1.0,57.1
10103,1.0,26.0,0.9836065573770492,52.0,11000.0,4.0,35.686904761904756
44614,1.0,6.0,0.9836065573770492,56.0,16111.0,3.0,74.2
16152,1.0,35.0,0.9836065573770492,55.0,19000.0,1.0,24.884999999999998
3403,1.0,9.0,0.9836065573770492,53.0,13110.0,3.0,58.55
114003,1.0,38.0,0.9836065573770492,43.0,17000.0,3.0,27.0
43930,1.0,6.0,0.9836065573770492,52.0,22000.0,3.0,44.46333333333333
75987,1.0,61.0,0.9836065573770492,59.0,9100.0,3.0,3.4655321675809327
79366,1.0,23.0,0.9836065573770492,57.0,15110.0,4.0,50.53333333333334
135126,1.0,59.0,0.9836065573770492,57.0,14111.0,3.0,3.183333333333333
87761,1.0,18.0,0.9836065573770492,42.0,6100.0,1.0,24.4
133289,1.0,56.0,0.9836065573770492,53.0,8110.0,3.0,3.42870379321771
70301,1.0,61.0,0.9836065573770492,59.0,15100.0,6.0,7.912157624463658
83383,1.0,5.0,0.9836065573770492,54.0,19111.0,3.0,55.266666666666666
84790,1.0,5.0,0.9836065573770492,51.0,18100.0,2.0,54.73
110894,1.0,28.0,0.9836065573770492,50.0,19110.0,2.0,24.098333333333336
95208,1.0,42.0,0.9836065573770492,48.0,12111.0,0.0,22.357142857142858
25007,1.0,57.0,0.9836065573770492,53.0,22111.0,5.0,6.502358360926503
47482,1.0,35.0,0.9836065573770492,53.0,17000.0,0.0,49.0625
121143,1.0,31.0,0.9836065573770492,55.0,18000.0,4.0,36.6
75551,1.0,61.0,0.9836065573770492,43.0,18111.0,2.0,5.232265936677702
118331,1.0,9.0,0.9836065573770492,55.0,16000.0,5.0,87.8
88705,1.0,18.0,0.9836065573770492,53.0,7110.0,2.0,61.21190476190476
12896,1.0,27.0,0.9836065573770492,48.0,13110.0,3.0,36.65777777777778
64998,1.0,61.0,0.9836065573770492,59.0,10111.0,3.0,6.97845735944625
66041,1.0,61.0,0.9836065573770492,53.0,23100.0,4.0,4.083314538615985
12427,1.0,26.0,0.9836065573770492,56.0,18100.0,0.0,45.78047619047619
82914,1.0,5.0,0.9836065573770492,52.0,15111.0,4.0,64.09801587301588
56118,1.0,51.0,0.9836065573770492,58.0,13100.0,3.0,27.3
45410,1.0,35.0,0.9836065573770492,58.0,21110.0,3.0,26.165555555555557
8715,1.0,26.0,0.9836065573770492,54.0,11100.0,2.0,41.25
6054,1.0,25.0,0.9836065573770492,52.0,23100.0,5.0,36.945
78451,1.0,8.0,0.9836065573770492,60.0,10111.0,1.0,62.8
42396,1.0,25.0,0.9836065573770492,54.0,15111.0,5.0,36.201904761904764
96179,1.0,18.0,0.9836065573770492,57.0,9000.0,0.0,55.41666666666667
118578,1.0,11.0,0.9836065573770492,58.0,17000.0,1.0,68.0
97697,1.0,43.0,0.9836065573770492,51.0,10111.0,1.0,11.925
25730,1.0,57.0,0.9836065573770492,53.0,12111.0,0.0,2.9076262434675746
41513,1.0,24.0,0.9836065573770492,60.0,18111.0,2.0,55.225
46967,1.0,35.0,0.9836065573770492,44.0,15000.0,4.0,25.842582417582417
36159,1.0,57.0,0.9836065573770492,54.0,20110.0,4.0,1.4245723720723724
75251,1.0,61.0,0.9836065573770492,59.0,7100.0,2.0,11.823667056902753
91983,1.0,33.0,0.9836065573770492,54.0,13100.0,0.0,29.6
129376,1.0,52.0,0.9836065573770492,49.0,7000.0,0.0,3.5
122082,1.0,33.0,0.9836065573770492,59.0,18110.0,2.0,43.4
53324,1.0,17.0,0.9836065573770492,56.0,18111.0,5.0,61.1
77442,1.0,8.0,0.9836065573770492,54.0,15000.0,3.0,57.6
132119,1.0,56.0,0.9836065573770492,54.0,8110.0,3.0,7.55817864460534
59343,1.0,61.0,0.9836065573770492,58.0,9000.0,2.0,7.557310748871724
90583,1.0,4.0,0.9836065573770492,59.0,14111.0,0.0,73.2
78005,1.0,8.0,0.9836065573770492,31.0,19000.0,2.0,25.468333333333334
47599,1.0,35.0,0.9836065573770492,57.0,9000.0,1.0,22.366666666666667
86255,1.0,15.0,0.9836065573770492,50.0,15110.0,2.0,50.1
79653,1.0,23.0,0.9836065573770492,53.0,21100.0,3.0,35.01428571428571
51642,1.0,36.0,0.9836065573770492,58.0,16110.0,4.0,30.305156047656048
87435,1.0,18.0,0.9836065573770492,54.0,19000.0,2.0,44.875
128213,1.0,50.0,0.9836065573770492,56.0,8111.0,2.0,12.2
93831,1.0,37.0,0.9836065573770492,28.0,17111.0,3.0,21.3
84106,1.0,5.0,0.9836065573770492,43.0,11110.0,0.0,52.9
14942,1.0,27.0,0.9836065573770492,54.0,18000.0,0.0,40.38666666666667
120986,1.0,31.0,0.9836065573770492,59.0,14000.0,1.0,44.49428571428571
100757,1.0,29.0,0.9836065573770492,58.0,7110.0,0.0,54.3
61478,1.0,61.0,0.9836065573770492,59.0,10000.0,4.0,3.6558652219229244
90268,1.0,4.0,0.9836065573770492,58.0,21110.0,3.0,52.3
78325,1.0,8.0,0.9836065573770492,57.0,8110.0,0.0,58.00248196248195
104233,1.0,42.0,0.9836065573770492,57.0,16100.0,1.0,26.9
77641,1.0,8.0,0.9836065573770492,55.0,15000.0,5.0,55.57045454545455
69405,1.0,61.0,0.9836065573770492,57.0,7111.0,4.0,6.59193731012063
96579,1.0,18.0,0.9836065573770492,47.0,18111.0,0.0,41.075
136221,1.0,3.0,0.9836065573770492,58.0,13110.0,0.0,73.15
135924,1.0,54.0,0.9836065573770492,55.0,14000.0,0.0,5.4
63709,1.0,61.0,0.9836065573770492,58.0,8100.0,1.0,11.58990820947594
31348,1.0,57.0,0.9836065573770492,54.0,7110.0,2.0,6.692167353085703
78764,1.0,10.0,0.9836065573770492,54.0,10000.0,3.0,58.4
105339,1.0,57.0,0.9836065573770492,53.0,17110.0,0.0,4.611587922038572
40859,1.0,24.0,0.9836065573770492,59.0,7111.0,1.0,55.9
76417,1.0,8.0,0.9836065573770492,53.0,10110.0,0.0,51.4
1893,1.0,4.0,0.9836065573770492,54.0,7110.0,0.0,82.90333333333334
55054,1.0,45.0,0.9836065573770492,55.0,20100.0,3.0,12.725
41990,1.0,24.0,0.9836065573770492,60.0,17000.0,0.0,62.787619047619046
85723,1.0,14.0,0.9836065573770492,53.0,12110.0,0.0,61.1
63565,1.0,61.0,0.9836065573770492,53.0,23000.0,0.0,0.8741666666666668
56103,1.0,51.0,0.9836065573770492,55.0,9000.0,3.0,8.0
3661,1.0,9.0,0.9836065573770492,54.0,8111.0,1.0,67.14
108803,1.0,28.0,0.9836065573770492,39.0,20111.0,3.0,26.1
132217,1.0,56.0,0.9836065573770492,54.0,9000.0,3.0,5.823301912653964
116166,1.0,34.0,0.9836065573770492,33.0,11000.0,1.0,8.785754595676732
61663,1.0,61.0,0.9836065573770492,56.0,11111.0,4.0,3.9893431760055806
23860,1.0,57.0,0.9836065573770492,54.0,10000.0,4.0,2.489995235173165
40986,1.0,24.0,0.9836065573770492,57.0,17100.0,2.0,52.598571428571425
109372,1.0,28.0,0.9836065573770492,53.0,11100.0,4.0,25.994642857142857
23584,1.0,57.0,0.9836065573770492,52.0,23100.0,3.0,1.411439393939394
117977,1.0,9.0,0.9836065573770492,46.0,9110.0,2.0,42.74
18649,1.0,46.0,0.9836065573770492,53.0,7111.0,4.0,25.4
90611,1.0,4.0,0.9836065573770492,57.0,9100.0,1.0,56.160000000000004
56672,1.0,55.0,0.9836065573770492,56.0,18111.0,0.0,11.9
19675,1.0,51.0,0.9836065573770492,52.0,20111.0,6.0,14.0
18879,1.0,46.0,0.9836065573770492,54.0,12111.0,4.0,15.2
81399,1.0,32.0,0.9836065573770492,53.0,15111.0,5.0,29.4
8440,1.0,25.0,0.9836065573770492,56.0,15100.0,1.0,47.17130952380952
7259,1.0,25.0,0.9836065573770492,51.0,14000.0,0.0,38.379999999999995
13371,1.0,27.0,0.9836065573770492,49.0,11000.0,1.0,28.64761904761905
30607,1.0,57.0,0.9836065573770492,54.0,20110.0,0.0,0.8553571428571427
98030,1.0,43.0,0.9836065573770492,54.0,8110.0,0.0,25.8
82377,1.0,53.0,0.9836065573770492,48.0,15111.0,3.0,1.5249325674325676
109897,1.0,28.0,0.9836065573770492,53.0,14110.0,3.0,35.0
81098,1.0,32.0,0.9836065573770492,59.0,7111.0,1.0,53.355
129371,1.0,52.0,0.9836065573770492,53.0,20110.0,5.0,8.5
87441,1.0,18.0,0.9836065573770492,52.0,23100.0,2.0,34.36666666666667
85737,1.0,14.0,0.9836065573770492,56.0,11110.0,1.0,53.6
46896,1.0,35.0,0.9836065573770492,57.0,10100.0,4.0,19.0
58729,1.0,61.0,0.9836065573770492,57.0,15100.0,1.0,15.187221220963172
128541,1.0,27.0,0.9836065573770492,59.0,17000.0,2.0,54.3
40818,1.0,24.0,0.9836065573770492,54.0,16000.0,0.0,50.0
20576,1.0,57.0,0.9836065573770492,53.0,12000.0,1.0,4.731728821968962
110330,1.0,28.0,0.9836065573770492,54.0,9111.0,2.0,30.2
65092,1.0,61.0,0.9836065573770492,57.0,17110.0,3.0,3.6374395610724903
64079,1.0,61.0,0.9836065573770492,45.0,23100.0,1.0,3.148845241122129
11723,1.0,26.0,0.9836065573770492,50.0,19111.0,1.0,30.55
72978,1.0,61.0,0.9836065573770492,59.0,8100.0,4.0,7.774141869811025
87330,1.0,18.0,0.9836065573770492,52.0,11110.0,1.0,45.973333333333336
11362,1.0,26.0,0.9836065573770492,50.0,19100.0,5.0,27.875
100138,1.0,19.0,0.9836065573770492,53.0,15100.0,1.0,47.8
125117,1.0,54.0,0.9836065573770492,50.0,13000.0,2.0,5.4
52218,1.0,36.0,0.9836065573770492,47.0,19100.0,0.0,17.2
53594,1.0,17.0,0.9836065573770492,50.0,15111.0,5.0,47.35
103055,1.0,41.0,0.9836065573770492,54.0,14111.0,5.0,12.7
1931,1.0,4.0,0.9836065573770492,54.0,16111.0,0.0,76.5
95281,1.0,42.0,0.9836065573770492,54.0,7000.0,2.0,29.25
36169,1.0,57.0,0.9836065573770492,47.0,21000.0,4.0,1.009404761904762
20694,1.0,57.0,0.9836065573770492,53.0,15000.0,1.0,3.317149329164163
109790,1.0,28.0,0.9836065573770492,32.0,16000.0,2.0,34.3
104819,1.0,52.0,0.9836065573770492,57.0,18111.0,1.0,7.85
51399,1.0,8.0,0.9836065573770492,49.0,7000.0,0.0,56.2
14655,1.0,27.0,0.9836065573770492,27.0,8000.0,4.0,53.07255333468602
5741,1.0,25.0,0.9836065573770492,52.0,17000.0,3.0,53.07166666666667
25075,1.0,57.0,0.9836065573770492,52.0,23100.0,5.0,6.1707125604381705
55783,1.0,51.0,0.9836065573770492,49.0,17111.0,0.0,14.866666666666669
106136,1.0,10.0,0.9836065573770492,50.0,17110.0,3.0,64.38000000000001
75806,1.0,61.0,0.9836065573770492,58.0,7110.0,3.0,11.455477754092865
17886,1.0,36.0,0.9836065573770492,55.0,19100.0,4.0,18.5
31538,1.0,57.0,0.9836065573770492,53.0,12110.0,2.0,2.6293709150326796
55071,1.0,45.0,0.9836065573770492,37.0,17111.0,4.0,21.7
109445,1.0,28.0,0.9836065573770492,52.0,23110.0,4.0,25.96
73023,1.0,61.0,0.9836065573770492,59.0,8111.0,4.0,7.428958102805963
24462,1.0,57.0,0.9836065573770492,54.0,10100.0,5.0,4.3069112797831846
70649,1.0,61.0,0.9836065573770492,59.0,8000.0,0.0,4.752197026691182
137595,1.0,17.0,0.9836065573770492,49.0,19111.0,0.0,40.0
49293,1.0,35.0,0.9836065573770492,59.0,14111.0,2.0,26.52166666666667
31274,1.0,57.0,0.9836065573770492,32.0,6100.0,2.0,6.800897435897437
81976,1.0,32.0,0.9836065573770492,53.0,18111.0,2.0,32.75
11146,1.0,26.0,0.9836065573770492,23.0,10110.0,4.0,9.527918709732
80049,1.0,23.0,0.9836065573770492,52.0,12100.0,1.0,49.90813492063492
56375,1.0,55.0,0.9836065573770492,55.0,17000.0,3.0,3.3
128586,1.0,27.0,0.9836065573770492,57.0,18100.0,5.0,38.61333333333333
14889,1.0,27.0,0.9836065573770492,52.0,11000.0,0.0,36.06484126984127
28690,1.0,57.0,0.9836065573770492,49.0,0.0,4.0,0.5333333333333333
50546,1.0,35.0,0.9836065573770492,57.0,17100.0,1.0,45.43333333333334
15483,1.0,27.0,0.9836065573770492,53.0,23110.0,4.0,28.73333333333333
33527,1.0,57.0,0.9836065573770492,48.0,16000.0,6.0,3.113706908047011
37576,1.0,57.0,0.9836065573770492,53.0,20000.0,0.0,1.5618267521279365
55404,1.0,51.0,0.9836065573770492,55.0,17000.0,3.0,9.7
37381,1.0,57.0,0.9836065573770492,54.0,17110.0,0.0,4.413942337968185
112687,1.0,31.0,0.9836065573770492,51.0,22110.0,3.0,17.1
113963,1.0,38.0,0.9836065573770492,42.0,14111.0,2.0,23.7
63018,1.0,61.0,0.9836065573770492,60.0,10000.0,0.0,3.774442876782993
97060,1.0,18.0,0.9836065573770492,59.0,14100.0,3.0,55.25
116639,1.0,43.0,0.9836065573770492,59.0,13000.0,0.0,26.05
90681,1.0,4.0,0.9836065573770492,57.0,8000.0,3.0,76.46666666666667
2672,1.0,9.0,0.9836065573770492,52.0,10100.0,0.0,59.27142857142858
12092,1.0,26.0,0.9836065573770492,54.0,10100.0,4.0,37.656190476190474
122380,1.0,33.0,0.9836065573770492,55.0,14110.0,3.0,31.4
13119,1.0,27.0,0.9836065573770492,51.0,19110.0,4.0,26.0
53962,1.0,17.0,0.9836065573770492,17.0,19100.0,1.0,36.8
110675,1.0,28.0,0.9836065573770492,51.0,6110.0,0.0,17.8
105283,1.0,57.0,0.9836065573770492,56.0,16000.0,5.0,2.0080792234081706
137012,1.0,28.0,0.9836065573770492,59.0,14110.0,2.0,44.3
115415,1.0,34.0,0.9836065573770492,59.0,13000.0,5.0,48.4
53386,1.0,17.0,0.9836065573770492,54.0,6111.0,1.0,54.775
34004,1.0,57.0,0.9836065573770492,52.0,13111.0,0.0,3.5454048892284185
81498,1.0,32.0,0.9836065573770492,49.0,20000.0,0.0,22.19
48096,1.0,35.0,0.9836065573770492,59.0,8100.0,3.0,37.40452380952381
102477,1.0,41.0,0.9836065573770492,50.0,15000.0,3.0,13.3
70051,1.0,61.0,0.9836065573770492,57.0,18110.0,5.0,5.74455391599659
31414,1.0,57.0,0.9836065573770492,54.0,8000.0,2.0,5.844953774254098
39221,1.0,15.0,0.9836065573770492,49.0,20100.0,4.0,39.4
77261,1.0,8.0,0.9836065573770492,59.0,7100.0,2.0,76.83666666666667
15193,1.0,27.0,0.9836065573770492,52.0,15110.0,2.0,31.35511904761905
87038,1.0,18.0,0.9836065573770492,54.0,9100.0,3.0,54.96666666666666
93472,1.0,37.0,0.9836065573770492,52.0,15111.0,2.0,21.154920634920636
134476,1.0,2.0,0.9836065573770492,59.0,10000.0,1.0,67.46666666666667
102589,1.0,41.0,0.9836065573770492,57.0,12111.0,5.0,16.578333333333333
26252,1.0,57.0,0.9836065573770492,40.0,20110.0,0.0,1.0
43323,1.0,25.0,0.9836065573770492,59.0,22000.0,0.0,39.4
76974,1.0,8.0,0.9836065573770492,55.0,16000.0,5.0,80.575
124217,1.0,11.0,0.9836065573770492,53.0,13000.0,6.0,56.4
112996,1.0,13.0,0.9836065573770492,59.0,6111.0,2.0,57.04
56169,1.0,51.0,0.9836065573770492,53.0,20110.0,4.0,18.8
38587,1.0,57.0,0.9836065573770492,52.0,9100.0,3.0,5.2649313186813185
33172,1.0,57.0,0.9836065573770492,54.0,16000.0,5.0,4.560671568627452
52147,1.0,36.0,0.9836065573770492,56.0,17111.0,5.0,18.9
114571,1.0,38.0,0.9836065573770492,53.0,7111.0,1.0,24.0
75979,1.0,61.0,0.9836065573770492,59.0,9100.0,3.0,3.4655321675809327
