stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,routes,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23
7323,7323,Church Road,Church Road,53.25636694,-6.126948056,29/05/2017 09:46,bac,"45A, , , , , , , , , , , , , , , , , , , , , , ",45A,,,,,,,,,,,,,,,,,,,,,,
7324,7324,Glenamuck Rd,Glenamuck Rd,53.248315,-6.181976111,29/05/2017 09:46,bac,"63, , , , , , , , , , , , , , , , , , , , , , ",63,,,,,,,,,,,,,,,,,,,,,,
7325,7325,Leopardstown Rd,Leopardstown Rd,53.271925,-6.206511111,29/05/2017 09:46,bac,"47, , , , , , , , , , , , , , , , , , , , , , ",47,,,,,,,,,,,,,,,,,,,,,,
7326,7326,Leopardstown Rd,Leopardstown Rd,53.271425,-6.207636111,29/05/2017 09:46,bac,"47, , , , , , , , , , , , , , , , , , , , , , ",47,,,,,,,,,,,,,,,,,,,,,,
7327,7327,Blackwood Lane,Blackwood Lane,53.43400611,-6.150533056,29/05/2017 09:46,bac,"42D, 42, 142, , , , , , , , , , , , , , , , , , , , ",42D,42,142,,,,,,,,,,,,,,,,,,,,
7328,7328,Feltrim Lane,Feltrim Lane,53.440565,-6.193168889,29/05/2017 09:46,bac,"43, , , , , , , , , , , , , , , , , , , , , , ",43,,,,,,,,,,,,,,,,,,,,,,
7329,7329,Feltrim Lane,Feltrim Lane,53.44054194,-6.192991944,29/05/2017 09:46,bac,"43, , , , , , , , , , , , , , , , , , , , , , ",43,,,,,,,,,,,,,,,,,,,,,,
7330,7330,Monkstown Ave,Monkstown Ave,53.28851611,-6.153508889,29/05/2017 09:46,bac,"4, , , , , , , , , , , , , , , , , , , , , , ",4,,,,,,,,,,,,,,,,,,,,,,
7331,7331,Whitestown Way,Whitestown Way,53.277135,-6.377808056,29/05/2017 09:46,bac,"65B, , , , , , , , , , , , , , , , , , , , , , ",65B,,,,,,,,,,,,,,,,,,,,,,
7333,7333,Burlington Road,Burlington Road,53.33299694,-6.247035,29/05/2017 09:46,bac,"70, 38, 38A, 38B, 39, 38D, , , , , , , , , , , , , , , , , ",70,38,38A,38B,39,38D,,,,,,,,,,,,,,,,,
7334,7334,Snugborough Road,Snugborough Road,53.40137111,-6.363223056,29/05/2017 09:46,bac,"38A, 38, 236, 17A, , , , , , , , , , , , , , , , , , , ",38A,38,236,17A,,,,,,,,,,,,,,,,,,,
7339,7339,Burlington Road,Burlington Road,53.33240694,-6.246548056,29/05/2017 09:46,bac,"38, 38A, 38B, 38D, 39, 70, , , , , , , , , , , , , , , , , ",38,38A,38B,38D,39,70,,,,,,,,,,,,,,,,,
7340,7340,Wilton Terrace,Wilton Terrace,53.33425611,-6.246296944,29/05/2017 09:46,bac,"37, , , , , , , , , , , , , , , , , , , , , , ",37,,,,,,,,,,,,,,,,,,,,,,
7342,7342,Cruiserath Rd,Cruiserath Rd,53.41272389,-6.360826111,29/05/2017 09:46,bac,"38, 38A, 40D, 236, 220, , , , , , , , , , , , , , , , , , ",38,38A,40D,236,220,,,,,,,,,,,,,,,,,,
7343,7343,Cruiserath Rd,Cruiserath Rd,53.41283389,-6.361198056,29/05/2017 09:46,bac,"220, 236, 40D, 38B, 38, , , , , , , , , , , , , , , , , , ",220,236,40D,38B,38,,,,,,,,,,,,,,,,,,
7344,7344,Ballycoolin Rd,Ballycoolin Rd,53.40471694,-6.357646944,29/05/2017 09:46,bac,"38, 38A, 40D, 236, 220, , , , , , , , , , , , , , , , , , ",38,38A,40D,236,220,,,,,,,,,,,,,,,,,,
7347,7347,Dublin Airport,Dublin Airport,53.42801889,-6.242026944,29/05/2017 09:46,bac,"16, 16C, 41, , , , , , , , , , , , , , , , , , , , ",16,16C,41,,,,,,,,,,,,,,,,,,,,
7348,7348,Dublin Airport,Dublin Airport,53.42774806,-6.241613889,29/05/2017 09:46,bac,"41, 41B, 102, , , , , , , , , , , , , , , , , , , , ",41,41B,102,,,,,,,,,,,,,,,,,,,,
7349,7349,Dublin Airport,Dublin Airport,53.42532389,-6.234773056,29/05/2017 09:46,bac,"16C, 16, 41, , , , , , , , , , , , , , , , , , , , ",16C,16,41,,,,,,,,,,,,,,,,,,,,
7350,7350,St. Margaret's Road,St. Margaret's Road,53.40392194,-6.301776111,29/05/2017 09:46,bac,"40B, 83, 83A, , , , , , , , , , , , , , , , , , , , ",40B,83,83A,,,,,,,,,,,,,,,,,,,,
7351,7351,Delgany Road,Delgany Road,53.13252611,-6.08999,29/05/2017 09:46,bac,"184, , , , , , , , , , , , , , , , , , , , , , ",184,,,,,,,,,,,,,,,,,,,,,,
7352,7352,Kilcoole Rd,Kilcoole Rd,53.12801,-6.073436944,29/05/2017 09:46,bac,"84, , , , , , , , , , , , , , , , , , , , , , ",84,,,,,,,,,,,,,,,,,,,,,,
7353,7353,Stillorgan Road,Stillorgan Road,53.29356806,-6.20176,29/05/2017 09:46,bac,"7D, 7B, 145, 46A, , , , , , , , , , , , , , , , , , , ",7D,7B,145,46A,,,,,,,,,,,,,,,,,,,
7354,7354,Naas Road ,Naas Road,53.316965,-6.375066111,29/05/2017 09:46,bac,"68, , , , , , , , , , , , , , , , , , , , , , ",68,,,,,,,,,,,,,,,,,,,,,,
7358,7358,Castletimon Rd,Castletimon Rd,53.39545389,-6.229531944,29/05/2017 09:46,bac,"27B, , , , , , , , , , , , , , , , , , , , , , ",27B,,,,,,,,,,,,,,,,,,,,,,
7360,7360,Carrickmines,Carrickmines,53.25140694,-6.182076944,29/05/2017 09:46,bac,"63, , , , , , , , , , , , , , , , , , , , , , ",63,,,,,,,,,,,,,,,,,,,,,,
7361,7361,Bray Road,Bray Road,53.27041194,-6.16588,29/05/2017 09:46,bac,"145, , , , , , , , , , , , , , , , , , , , , , ",145,,,,,,,,,,,,,,,,,,,,,,
7362,7362,Cabinteely Bypass,Cabinteely Bypass,53.26589889,-6.157726111,29/05/2017 09:46,bac,"145, 63, 84X, , , , , , , , , , , , , , , , , , , , ",145,63,84X,,,,,,,,,,,,,,,,,,,,
7363,7363,Southern Cross Rd,Southern Cross Rd,53.18172,-6.131881944,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
7364,7364,Southern Cross Rd,Southern Cross Rd,53.18459,-6.108201944,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
7365,7365,Southern Cross Rd,Southern Cross Rd,53.18546806,-6.10421,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
7366,7366,Southern Cross Rd,Southern Cross Rd,53.18390806,-6.118241111,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
7367,7367,Southern Cross Rd,Southern Cross Rd,53.18286306,-6.123535,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
7368,7368,Southern Cross Rd,Southern Cross Rd,53.18141,-6.128168056,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
7369,7369,Dargle Road,Dargle Road,53.203505,-6.121741111,29/05/2017 09:46,bac,"185, , , , , , , , , , , , , , , , , , , , , , ",185,,,,,,,,,,,,,,,,,,,,,,
7370,7370,Burlington Road,Burlington Road,53.33162111,-6.245735,29/05/2017 09:46,bac,"70, 38A, 38B, 39, 38D, 38, , , , , , , , , , , , , , , , , ",70,38A,38B,39,38D,38,,,,,,,,,,,,,,,,,
7372,7372,Glenamuck Rd,Glenamuck Rd,53.25446694,-6.172281111,29/05/2017 09:46,bac,"63, , , , , , , , , , , , , , , , , , , , , , ",63,,,,,,,,,,,,,,,,,,,,,,
7373,7373,Glenamuck Rd,Glenamuck Rd,53.25483,-6.172231111,29/05/2017 09:46,bac,"63, , , , , , , , , , , , , , , , , , , , , , ",63,,,,,,,,,,,,,,,,,,,,,,
7374,7374,Blanchardstown Bypa,Blanchardstown Bypass,53.383985,-6.365226111,29/05/2017 09:46,bac,"39, 38A, 76A, , , , , , , , , , , , , , , , , , , , ",39,38A,76A,,,,,,,,,,,,,,,,,,,,
7375,7375,Sandyford Rd,Sandyford Rd,53.27283111,-6.228578056,29/05/2017 09:46,bac,"44, , , , , , , , , , , , , , , , , , , , , , ",44,,,,,,,,,,,,,,,,,,,,,,
7379,7379,Blanchardstown Rd,Blanchardstown Rd,53.38974806,-6.400476111,29/05/2017 09:46,bac,"39, 37, 220, 239, , , , , , , , , , , , , , , , , , , ",39,37,220,239,,,,,,,,,,,,,,,,,,,
7380,7380,Laurel Lodge Rd,Laurel Lodge Rd,53.37880889,-6.372138889,29/05/2017 09:46,bac,"37, , , , , , , , , , , , , , , , , , , , , , ",37,,,,,,,,,,,,,,,,,,,,,,
7381,7381,Damastown Rd,Damastown Rd,53.41034611,-6.415973889,29/05/2017 09:46,bac,"38, 38A, 38B, 236, , , , , , , , , , , , , , , , , , , ",38,38A,38B,236,,,,,,,,,,,,,,,,,,,
7382,7382,Damastown Way,Damastown Way,53.408825,-6.40876,29/05/2017 09:46,bac,"38B, 38A, 38, , , , , , , , , , , , , , , , , , , , ",38B,38A,38,,,,,,,,,,,,,,,,,,,,
7385,7385,Merrion Square,Merrion Square,53.33925,-6.250596944,29/05/2017 09:46,bac,"67, , , , , , , , , , , , , , , , , , , , , , ",67,,,,,,,,,,,,,,,,,,,,,,
7386,7386,Foxborough Rd,Foxborough Rd,53.33999111,-6.427293056,29/05/2017 09:46,bac,"25A, 25B, , , , , , , , , , , , , , , , , , , , , ",25A,25B,,,,,,,,,,,,,,,,,,,,,
7387,7387,Merrion Square,Merrion Square,53.339435,-6.250915,29/05/2017 09:46,bac,"26, 66B, 66, 66A, , , , , , , , , , , , , , , , , , , ",26,66B,66,66A,,,,,,,,,,,,,,,,,,,
7388,7388,Ongar,Ongar,53.39798306,-6.442338889,29/05/2017 09:46,bac,"39, 39A, , , , , , , , , , , , , , , , , , , , , ",39,39A,,,,,,,,,,,,,,,,,,,,,
7389,7389,Navan Road,Navan Road,53.38601694,-6.37059,29/05/2017 09:46,bac,"39A, 70, 17A, , , , , , , , , , , , , , , , , , , , ",39A,70,17A,,,,,,,,,,,,,,,,,,,,
7390,7390,Merrion Square,Merrion Square,53.33951889,-6.251108056,29/05/2017 09:46,bac,"25B, 25D, 25A, 25, , , , , , , , , , , , , , , , , , , ",25B,25D,25A,25,,,,,,,,,,,,,,,,,,,
7391,7391,Merrion Square,Merrion Square,53.33909,-6.249913889,29/05/2017 09:46,bac,"25, 25A, 25D, 25B, 26, 66A, 66, 66B, 67, , , , , , , , , , , , , , ",25,25A,25D,25B,26,66A,66,66B,67,,,,,,,,,,,,,,
7392,7392,Aston Quay,Aston Quay,53.34646194,-6.260913889,29/05/2017 09:46,bac,"51D, 25B, 25D, 25A, 25, , , , , , , , , , , , , , , , , , ",51D,25B,25D,25A,25,,,,,,,,,,,,,,,,,,
7393,7393,Kilmacud Rd,Kilmacud Rd,53.28446806,-6.211061944,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
7394,7394,Kilmacud Rd,Kilmacud Rd,53.28465694,-6.2177,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
7395,7395,Blessington Rd,Blessington Rd,53.265325,-6.441408056,29/05/2017 09:46,bac,"65, , , , , , , , , , , , , , , , , , , , , , ",65,,,,,,,,,,,,,,,,,,,,,,
7396,7396,Royal Canal Ave,Royal Canal Ave,53.37610694,-6.321586111,29/05/2017 09:46,bac,"120, , , , , , , , , , , , , , , , , , , , , , ",120,,,,,,,,,,,,,,,,,,,,,,
7397,7397,North Wall Quay,North Wall Quay,53.34757194,-6.243238056,29/05/2017 09:46,bac,"142, 747, , , , , , , , , , , , , , , , , , , , , ",142,747,,,,,,,,,,,,,,,,,,,,,
7398,7398,North Wall Quay,North Wall Quay,53.34749889,-6.239833056,29/05/2017 09:46,bac,"747, 142, 33X, , , , , , , , , , , , , , , , , , , , ",747,142,33X,,,,,,,,,,,,,,,,,,,,
7399,7399,East Wall Rd,East Wall Rd,53.34837,-6.226951944,29/05/2017 09:46,bac,"142, 747, , , , , , , , , , , , , , , , , , , , , ",142,747,,,,,,,,,,,,,,,,,,,,,
7400,7400,Dublin Airport,Dublin Airport,53.42674889,-6.239146111,29/05/2017 09:46,bac,"747, 757, , , , , , , , , , , , , , , , , , , , , ",747,757,,,,,,,,,,,,,,,,,,,,,
7401,7401,Dublin Airport,Dublin Airport,53.42678389,-6.240496944,29/05/2017 09:46,bac,"757, 747, , , , , , , , , , , , , , , , , , , , , ",757,747,,,,,,,,,,,,,,,,,,,,,
7402,7402,Gardiner Street,Gardiner Street,53.35137694,-6.254771944,29/05/2017 09:46,bac,"747, , , , , , , , , , , , , , , , , , , , , , ",747,,,,,,,,,,,,,,,,,,,,,,
7412,7412,The Coombe,The Coombe,53.33989306,-6.278408889,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
7413,7413,The Coombe,The Coombe,53.33959611,-6.275458889,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
7414,7414,Kildare Road,Kildare Road,53.32514889,-6.310995,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
7415,7415,Murphystown Way,Murphystown Way,53.26565694,-6.210831111,29/05/2017 09:46,bac,"118, 47, , , , , , , , , , , , , , , , , , , , , ",118,47,,,,,,,,,,,,,,,,,,,,,
7416,7416,Murphystown Way,Murphystown Way,53.26897111,-6.211406944,29/05/2017 09:46,bac,"47, 118, , , , , , , , , , , , , , , , , , , , , ",47,118,,,,,,,,,,,,,,,,,,,,,
7417,7417,Murphystown Way,Murphystown Way,53.26573694,-6.210546944,29/05/2017 09:46,bac,"47, , , , , , , , , , , , , , , , , , , , , , ",47,,,,,,,,,,,,,,,,,,,,,,
7418,7418,Murphystown Way,Murphystown Way,53.26914111,-6.211341111,29/05/2017 09:46,bac,"47, , , , , , , , , , , , , , , , , , , , , , ",47,,,,,,,,,,,,,,,,,,,,,,
7419,7419,Monkstown Rd,Monkstown Rd,53.28738611,-6.170825,29/05/2017 09:46,bac,"7B, 7D, , , , , , , , , , , , , , , , , , , , , ",7B,7D,,,,,,,,,,,,,,,,,,,,,
7420,7420,Monkstown Rd,Monkstown Rd,53.28926306,-6.177223056,29/05/2017 09:46,bac,"7D, 7B, , , , , , , , , , , , , , , , , , , , , ",7D,7B,,,,,,,,,,,,,,,,,,,,,
7421,7421,Monkstown Rd,Monkstown Rd,53.28941389,-6.176133889,29/05/2017 09:46,bac,"7B, 7D, , , , , , , , , , , , , , , , , , , , , ",7B,7D,,,,,,,,,,,,,,,,,,,,,
7422,7422,Monkstown Rd,Monkstown Rd,53.28752694,-6.170751111,29/05/2017 09:46,bac,"7D, 7B, , , , , , , , , , , , , , , , , , , , , ",7D,7B,,,,,,,,,,,,,,,,,,,,,
7423,7423,Glasanaon Road,Glasanaon Road,53.38567,-6.288265,29/05/2017 09:46,bac,"83, 83A, , , , , , , , , , , , , , , , , , , , , ",83,83A,,,,,,,,,,,,,,,,,,,,,
7424,7424,Glasanoan Road,Glasanoan Road,53.38800889,-6.29201,29/05/2017 09:46,bac,"83A, 83, , , , , , , , , , , , , , , , , , , , , ",83A,83,,,,,,,,,,,,,,,,,,,,,
7425,7425,Glasanaon Road,Glasanaon Road,53.38887889,-6.292913056,29/05/2017 09:46,bac,"83, 83A, , , , , , , , , , , , , , , , , , , , , ",83,83A,,,,,,,,,,,,,,,,,,,,,
7426,7426,Glasanaon Road,Glasanaon Road,53.38545611,-6.288046111,29/05/2017 09:46,bac,"83A, 83, , , , , , , , , , , , , , , , , , , , , ",83A,83,,,,,,,,,,,,,,,,,,,,,
7427,7427,Glasanaon Road,Glasanaon Road,53.38779306,-6.292076944,29/05/2017 09:46,bac,"83, 83A, , , , , , , , , , , , , , , , , , , , , ",83,83A,,,,,,,,,,,,,,,,,,,,,
7428,7428,Glasanaon Road,Glasanaon Road,53.38908889,-6.293226944,29/05/2017 09:46,bac,"83A, 83, , , , , , , , , , , , , , , , , , , , , ",83A,83,,,,,,,,,,,,,,,,,,,,,
7430,7430,Griffith Avenue Ext,Griffith Avenue Extension,53.37985611,-6.279986111,29/05/2017 09:46,bac,"83, , , , , , , , , , , , , , , , , , , , , , ",83,,,,,,,,,,,,,,,,,,,,,,
7431,7431,Griffith Avenue Ext,Griffith Avenue Extension,53.37974806,-6.279058889,29/05/2017 09:46,bac,"83, , , , , , , , , , , , , , , , , , , , , , ",83,,,,,,,,,,,,,,,,,,,,,,
7432,7432,Mill Road,Mill Road,53.28190806,-6.450215,29/05/2017 09:46,bac,"69, , , , , , , , , , , , , , , , , , , , , , ",69,,,,,,,,,,,,,,,,,,,,,,
7433,7433,Dunawley Ave,Dunawley Ave,53.32658806,-6.40498,29/05/2017 09:46,bac,"51X, , , , , , , , , , , , , , , , , , , , , , ",51X,,,,,,,,,,,,,,,,,,,,,,
7435,7435,Con Colbert Rd,Con Colbert Rd,53.34318111,-6.315365,29/05/2017 09:46,bac,"51X, 51D, 69, 67X, 69X, 66X, 25A, 25D, 25B, 25X, 79, 79A, , , , , , , , , , , ",51X,51D,69,67X,69X,66X,25A,25D,25B,25X,79,79A,,,,,,,,,,,
7438,7438,Herberton Road,Herberton Road,53.331935,-6.297733056,29/05/2017 09:46,bac,"122, , , , , , , , , , , , , , , , , , , , , , ",122,,,,,,,,,,,,,,,,,,,,,,
7439,7439,Herberton Road,Herberton Road,53.33236111,-6.29798,29/05/2017 09:46,bac,"122, , , , , , , , , , , , , , , , , , , , , , ",122,,,,,,,,,,,,,,,,,,,,,,
7440,7440,Edmondstown Rd,Edmondstown Rd,53.27612389,-6.29719,29/05/2017 09:46,bac,"161, 61, , , , , , , , , , , , , , , , , , , , , ",161,61,,,,,,,,,,,,,,,,,,,,,
7441,7441,Edmondstown Rd,Edmondstown Rd,53.26437306,-6.297156111,29/05/2017 09:46,bac,"61, 161, , , , , , , , , , , , , , , , , , , , , ",61,161,,,,,,,,,,,,,,,,,,,,,
7442,7442,Ballyboden Way,Ballyboden Way,53.28247306,-6.300741111,29/05/2017 09:46,bac,"15B, , , , , , , , , , , , , , , , , , , , , , ",15B,,,,,,,,,,,,,,,,,,,,,,
7443,7443,Ballyboden Way,Ballyboden Way,53.281455,-6.306931111,29/05/2017 09:46,bac,"15B, , , , , , , , , , , , , , , , , , , , , , ",15B,,,,,,,,,,,,,,,,,,,,,,
7444,7444,Ballyboden Way,Ballyboden Way,53.282405,-6.299083889,29/05/2017 09:46,bac,"15B, , , , , , , , , , , , , , , , , , , , , , ",15B,,,,,,,,,,,,,,,,,,,,,,
7445,7445,Scholarstown Rd,Scholarstown Rd,53.27960389,-6.30245,29/05/2017 09:46,bac,"15B, , , , , , , , , , , , , , , , , , , , , , ",15B,,,,,,,,,,,,,,,,,,,,,,
7446,7446,Ballyboden Way,Ballyboden Way,53.28114111,-6.307141111,29/05/2017 09:46,bac,"15B, , , , , , , , , , , , , , , , , , , , , , ",15B,,,,,,,,,,,,,,,,,,,,,,
7447,7447,Taylors Lane,Taylors Lane,53.28158389,-6.281111944,29/05/2017 09:46,bac,"161, , , , , , , , , , , , , , , , , , , , , , ",161,,,,,,,,,,,,,,,,,,,,,,
7448,7448,Taylors Lane,Taylors Lane,53.28172194,-6.281463889,29/05/2017 09:46,bac,"161, , , , , , , , , , , , , , , , , , , , , , ",161,,,,,,,,,,,,,,,,,,,,,,
7449,7449,Taylors Lane,Taylors Lane,53.28177,-6.296013056,29/05/2017 09:46,bac,"161, 61, , , , , , , , , , , , , , , , , , , , , ",161,61,,,,,,,,,,,,,,,,,,,,,
7453,7453,Arran Quay,Arran Quay,53.34633806,-6.278378056,29/05/2017 09:46,bac,"66, 66A, 66X, 66B, 67, 70, 67X, 69, 51D, 51X, 37, 39A, 39, 25B, 25D, 25A, 25, 25X, 26, 145, 79A, 79, 747",66,66A,66X,66B,67,70,67X,69,51D,51X,37,39A,39,25B,25D,25A,25,25X,26,145,79A,79,747
7454,7454,Herberton Road,Herberton Road,53.33501194,-6.298843056,29/05/2017 09:46,bac,"122, , , , , , , , , , , , , , , , , , , , , , ",122,,,,,,,,,,,,,,,,,,,,,,
7455,7455,Herberton Road,Herberton Road,53.33557889,-6.298858056,29/05/2017 09:46,bac,"122, , , , , , , , , , , , , , , , , , , , , , ",122,,,,,,,,,,,,,,,,,,,,,,
7457,7457,Parnell Square East,Parnell Square East,53.354285,-6.263116944,29/05/2017 09:46,bac,"4, , , , , , , , , , , , , , , , , , , , , , ",4,,,,,,,,,,,,,,,,,,,,,,
7458,7458,Ballygall Road West,Ballygall Road West,53.39006694,-6.290521944,29/05/2017 09:46,bac,"17A, 83, 83A, 9, , , , , , , , , , , , , , , , , , , ",17A,83,83A,9,,,,,,,,,,,,,,,,,,,
7459,7459,Citywest Rd,Citywest Rd,53.29083,-6.42729,29/05/2017 09:46,bac,"77A, 65B, , , , , , , , , , , , , , , , , , , , , ",77A,65B,,,,,,,,,,,,,,,,,,,,,
7460,7460,Citywest Rd,Citywest Rd,53.28262611,-6.42154,29/05/2017 09:46,bac,"65B, 77A, , , , , , , , , , , , , , , , , , , , , ",65B,77A,,,,,,,,,,,,,,,,,,,,,
7461,7461,Charlesland Rd,Charlesland Rd,53.12890389,-6.062778056,29/05/2017 09:46,bac,"84X, 184, , , , , , , , , , , , , , , , , , , , , ",84X,184,,,,,,,,,,,,,,,,,,,,,
7462,7462,Charlesland Rd,Charlesland Rd,53.128785,-6.062466944,29/05/2017 09:46,bac,"184, 84X, , , , , , , , , , , , , , , , , , , , , ",184,84X,,,,,,,,,,,,,,,,,,,,,
7469,7469,Mount Prospect Ave,Mount Prospect Ave,53.36782611,-6.174106944,29/05/2017 09:46,bac,"130, , , , , , , , , , , , , , , , , , , , , , ",130,,,,,,,,,,,,,,,,,,,,,,
7471,7471,Tolka Valley Rd,Tolka Valley Rd,53.37922611,-6.293225,29/05/2017 09:46,bac,"220, 40, , , , , , , , , , , , , , , , , , , , , ",220,40,,,,,,,,,,,,,,,,,,,,,
7472,7472,Rochestown Ave,Rochestown Ave,53.26713194,-6.136716944,29/05/2017 09:46,bac,"45A, 59, 7, 111, 7A, 7B, , , , , , , , , , , , , , , , , ",45A,59,7,111,7A,7B,,,,,,,,,,,,,,,,,
7473,7473,Fonthill Rd,Fonthill Rd,53.33904889,-6.408281944,29/05/2017 09:46,bac,"40, , , , , , , , , , , , , , , , , , , , , , ",40,,,,,,,,,,,,,,,,,,,,,,
7483,7483,Baldonnell,Baldonnell,53.31018806,-6.442323056,29/05/2017 09:46,bac,"68, , , , , , , , , , , , , , , , , , , , , , ",68,,,,,,,,,,,,,,,,,,,,,,
7505,7505,Bealing Boulevard,Bealing Boulevard,53.41757306,-6.386163056,29/05/2017 09:46,bac,"40D, 238, , , , , , , , , , , , , , , , , , , , , ",40D,238,,,,,,,,,,,,,,,,,,,,,
7507,7507,Cherry Orchard Ave,Cherry Orchard Ave,53.33741306,-6.373231944,29/05/2017 09:46,bac,"79, 79A, , , , , , , , , , , , , , , , , , , , , ",79,79A,,,,,,,,,,,,,,,,,,,,,
7510,7510,Coldcut Rd,Coldcut Rd,53.34719611,-6.384513056,29/05/2017 09:46,bac,"76A, 76, 40, , , , , , , , , , , , , , , , , , , , ",76A,76,40,,,,,,,,,,,,,,,,,,,,
7513,7513,Infirmary Rd,Infirmary Rd,53.35089,-6.296776944,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
7514,7514,East Road,East Road,53.35439389,-6.22988,29/05/2017 09:46,bac,"151, , , , , , , , , , , , , , , , , , , , , , ",151,,,,,,,,,,,,,,,,,,,,,,
7516,7516,Belmayne,Belmayne,53.40207306,-6.17168,29/05/2017 09:46,bac,"15, , , , , , , , , , , , , , , , , , , , , , ",15,,,,,,,,,,,,,,,,,,,,,,
7522,7522,Boghall Road,Boghall Road,53.18871389,-6.121523056,29/05/2017 09:46,bac,"45A, , , , , , , , , , , , , , , , , , , , , , ",45A,,,,,,,,,,,,,,,,,,,,,,
7529,7529,Sandymount Green,Sandymount Green,53.332195,-6.21522,29/05/2017 09:46,bac,"47, , , , , , , , , , , , , , , , , , , , , , ",47,,,,,,,,,,,,,,,,,,,,,,
