stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23,route24,route25,route26,route27,route28,route29,route30,route31,route32,route33,route34,route35
100181,100181,Swords (Seatown Rou,Swords (Seatown Roundabout),53.46155056,-6.213280278,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100191,100191,Swords (Opp Bostic),Swords (Opp Bostic),53.46879361,-6.213328611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100201,100201,Turvey,Turvey (Opp Tervue Avenue),53.49432389,-6.195198611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100211,100211,Ballough,Ballough (Opp Man of War),53.53352389,-6.195608611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100221,100221,Five Roads,Five Roads,53.55159361,-6.209848611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100231,100231,Grooms,Grooms,53.56707361,-6.209448611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100241,100241,Courtlough,Courtlough,53.57684361,-6.202308611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100251,100251,Opp Cederwood Lodge,Balrothery (Opp Kingdom Hall),53.59351389,-6.185608611,29/05/2017 09:46,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100261,100261,Balbriggan,Balbriggan (Opp Golf Club),53.59678389,-6.183488611,29/05/2017 09:46,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100271,100271,Balbriggan,Balbriggan (Opp Wavin),53.60183389,-6.185218611,29/05/2017 09:46,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100281,100281,Balbriggan,Balbriggan (Car Park),53.60444389,-6.1844175,29/05/2017 09:46,BE,101,100,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100291,100291,Balbriggan,Balbriggan (Community College),53.61140889,-6.186291667,15/05/2017 11:22,BE,101X,104,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100301,100301,Balbriggan,Balbriggan (Bath Rd Service Station),53.61348389,-6.189348611,15/05/2017 11:22,BE,101,104,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100311,100311,Balbriggan,Balbriggan (Garda Station),53.61591917,-6.192413056,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100321,100321,Huntsman Inn,Huntsman Inn,53.6409475,-6.235911111,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100331,100331,Bellewstown Cross,Bellewstown Cross (Northbound),53.65439333,-6.258698889,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100341,100341,Whitecross,Whitecross (Opp School),53.66796306,-6.278778889,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100351,100351,Merrion Square,Merrion Square North (Jct Clare St),53.34095167,-6.250102778,15/05/2017 11:22,BE,2,X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100361,100361,Ross Na Ri,Ross Na Ri (Moore Hall Lodge),53.69859972,-6.309305833,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100371,100371,Drogheda,Drogheda (Deepforde Estate),53.70352278,-6.315738889,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100381,100381,Drogheda,Drogheda (Opp Rail Station),53.7125925,-6.338758889,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401,100401,Dublin,Dublin (Merrion Rd (Show House Pub),53.32846361,-6.229110556,15/05/2017 11:22,BE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100411,100411,Merrion Square Nort,Merrion Square North (Opp Holles St),53.33992444,-6.247282778,15/05/2017 11:22,BE,111X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100461,100461,Dublin (Merrion Rd,Dublin (Merrion Rd Opp Show House Pub),53.32823778,-6.228431667,15/05/2017 11:22,BE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100511,100511,Drogheda,Drogheda (Magdalene Street),53.7183325,-6.349068889,15/05/2017 11:22,BE,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100521,100521,Dundalk,Dundalk (Dublin Rd Opp McDonalds),53.99898194,-6.405939167,15/05/2017 11:22,BE,100,100X,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100601,100601,Drogheda,Drogheda (North Rd Opp Esso),53.72381222,-6.362808889,15/05/2017 11:22,BE,100,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100621,100621,Drogheda,Drogheda (Opp St Marys Hospital),53.71321333,-6.341663611,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100631,100631,Drogheda,Drogheda (Dublin Rd Deepforde),53.70292278,-6.314038889,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100641,100641,Drogheda,Drogheda (Dublin Rd Moorehall Lodge),53.69750278,-6.308808889,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100651,100651,The Gallops,Julianstown (The Lime Kiln),53.67250417,-6.285366111,15/05/2017 11:22,BE,101,101X,101N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100661,100661,Whitecross School,Whitecross (School),53.66708306,-6.277098889,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100671,100671,Mosney Cross,Mosney Cross (Southbound),53.65787722,-6.2628625,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100681,100681,Opp Bellewstown X,Bellewstown Cross (Southbound),53.65376111,-6.257900833,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100691,100691,Opp Huntsman Inn,Opp Huntsman Inn,53.64076417,-6.234956389,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100701,100701,Opp GormanstownX,Gormanstown Cross (Southbound),53.6358075,-6.221278056,15/05/2017 11:22,BE,101X,101N,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100711,100711,Balbriggan,Balbriggan (Apache Pizza),53.61141222,-6.186138333,15/05/2017 11:22,BE,101,104,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100721,100721,Balbriggan,Balbriggan (Wavin),53.60027333,-6.185510278,15/05/2017 11:22,BE,101X,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100731,100731,Balbriggan,Balbriggan (Golf Club),53.59574389,-6.183298611,15/05/2017 11:22,BE,101,101X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100741,100741,Creaderwood Lodge,Balrothery (Creaderwood Lodge),53.59334389,-6.185608611,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100751,100751,Opp Courtlough,Opp Courtlough,53.57683361,-6.202128611,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100761,100761,Opp Grooms,Opp Grooms,53.56719361,-6.209928889,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100771,100771,Opp Five Roads,Opp Five Roads,53.55080361,-6.209028889,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100781,100781,Ballough,Ballough (Man of War),53.53231389,-6.194398611,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100791,100791,Frank McGowan,Turvey (Jctn Turvey Avenue),53.49454389,-6.194698611,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,100801,Swords (Bostic),Swords (Bostic),53.46851361,-6.213138611,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100811,100811,Swords (Party Zone),Swords (Woodies Seatown),53.46225528,-6.213457222,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100821,100821,Swords (Opp Airside,Swords (Opp Airside Retail PK),53.44668667,-6.228280833,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100831,100831,Santry (Opp Omni),Santry (Opp Omni),53.39228333,-6.246028889,15/05/2017 11:22,BE,101,101N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100851,100851,Whitehall,Whitehall (Opp Garda Station),53.37509333,-6.250828611,15/05/2017 11:22,BE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100861,100861,Drumcondra,Drumcondra (Opp Rail Station),53.36222333,-6.258878889,15/05/2017 11:22,BE,101,101N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100881,100881,Dublin,Dublin (Whitworth Rd Lower),53.36198333,-6.260418889,15/05/2017 11:22,BE,103,103X,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100891,100891,Finglas,Finglas (Opp Bottom of Hill),53.386555,-6.297187778,15/05/2017 11:22,BE,107,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100901,100901,Finglas,Finglas (North Rd Westbound),53.40006806,-6.308229167,15/05/2017 11:22,BE,103,103X,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100931,100931,Mays Cross,Coolquay (Opp Mays Stores),53.4587825,-6.350718889,15/05/2017 11:22,BE,107,109A,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100961,100961,Ashbourne,Ashbourne (Opp Campus s/station),53.50470194,-6.391738889,15/05/2017 11:22,BE,103,103X,105,109A,105X,107,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100981,100981,Ashbourne,Ashbourne (Credit Union),53.51372194,-6.401598889,15/05/2017 11:22,BE,189,107,105X,109A,105,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100991,100991,Ashbourne,Ashbourne (Johns Wood),53.51629194,-6.406228889,15/05/2017 11:22,BE,103,103X,105,109A,105X,107,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101001,101001,Ashbourne,Ashbourne (Opp Pillo Hotel),53.52464167,-6.414678889,15/05/2017 11:22,BE,189,107,105X,109A,105,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011,101011,Opp Bullstown,Bullstown South,53.48318222,-6.372618889,15/05/2017 11:22,BE,103,103X,109A,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101031,101031,Kilmoon Cross,Kilmoon Cross (Opp Top Garage),53.57323194,-6.446927222,15/05/2017 11:22,BE,103X,103,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101041,101041,Ashbourne,Ashbourne (Opp Johns Wood),53.51678194,-6.406608889,15/05/2017 11:22,BE,105,103,103X,107,105X,189,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101051,101051,Ashbourne,Ashbourne (Opp Dunnes Stores),53.51356194,-6.401178889,15/05/2017 11:22,BE,109A,189,105X,107,103X,103,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101061,101061,Nine Mile Stone,Ninemile Stone (B&B),53.49752667,-6.385407222,15/05/2017 11:22,BE,105,103,103X,107,105X,189,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101081,101081,Opp Newtown Cross,Newtown Cross (South),53.46854222,-6.359428889,15/05/2017 11:22,BE,109A,107,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101091,101091,Opp Mays Cross,Coolquay (Mays Stores),53.4585425,-6.350428889,15/05/2017 11:22,BE,103,103X,107,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101101,101101,Wards Cross,Ward Cross (Southbound),53.44420556,-6.341058056,15/05/2017 11:22,BE,109A,107,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101111,101111,Brock Inn,Brock Inn,53.4332325,-6.333015833,15/05/2017 11:22,BE,103,103X,107,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101121,101121,Start of Motorway,Suncourt (Jctn of Motorway),53.42168278,-6.324998889,15/05/2017 11:22,BE,107,103X,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101131,101131,Finglas (North Rd),Finglas (North Rd),53.40015278,-6.307858889,15/05/2017 11:22,BE,103,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101141,101141,Finglas,Finglas (Bottom of Hill),53.38683306,-6.297228889,15/05/2017 11:22,BE,107,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101151,101151,Dublin (Glasnevin),Dublin (Glasnevin),53.37008,-6.278341944,15/05/2017 11:22,BE,103,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101161,101161,Dublin,Dublin (Whitworth Rd),53.36436306,-6.270298611,15/05/2017 11:22,BE,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101171,101171,Fairyhouse Cross,Fairyhouse Cross (Southbound),53.45090139,-6.477233056,15/05/2017 11:22,BE,109,105X,103,103X,105,111,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101181,101181,Ballybin Rd,Ballybin Rd (Ash Business Park),53.51609194,-6.418268889,15/05/2017 11:22,BE,109A,105,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101191,101191,Ratoath,Ratoath (Opp Ballybin Roundabout),53.50449139,-6.451529167,15/05/2017 11:22,BE,103,103X,105,105X,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101201,101201,Ratoath,Ratoath (Steeplechase),53.50870139,-6.469829167,15/05/2017 11:22,BE,109A,105,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101211,101211,Ratoath,Ratoath (Opp Steeplechase),53.50903139,-6.471679167,15/05/2017 11:22,BE,103,103X,105,105X,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101221,101221,Ashbourne,Ashbourne (The Bridge),53.50858194,-6.395759167,15/05/2017 11:22,BE,109A,105X,107,105,103X,103,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101231,101231,Ratoath,Ratoath (Ballybin Roundabout),53.50445167,-6.451319444,15/05/2017 11:22,BE,103,103X,105,105X,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101241,101241,Ballybin Rd,Ballybin Rd (Opp Ash Business Park),53.51580194,-6.418588889,15/05/2017 11:22,BE,109A,105,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101251,101251,Dublin,Dublin (Half Way House),53.3714725,-6.329708889,15/05/2017 11:22,BE,109,109B,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101261,101261,Blanchardstown,Blanchardstown (Jctn Navan Rd),53.38617806,-6.370529444,15/05/2017 11:22,BE,109B,109,111,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101291,101291,Fairyhouse Cross,Fairyhouse Cross (Toll Bridge),53.45521111,-6.482139167,15/05/2017 11:22,BE,109,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101301,101301,Porterstown Lane,Porterstown Lane (Rathbeggan Lakes),53.46794111,-6.492919167,15/05/2017 11:22,BE,109B,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101311,101311,Rathbeggan,Rathbeggan (Opp Des Kellys),53.47808111,-6.504879167,15/05/2017 11:22,BE,109,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101321,101321,Ryans Town,Ryans Town (Bush Lane),53.48343083,-6.515159167,15/05/2017 11:22,BE,109B,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101331,101331,Dunshaughlin,Dunshaughlin (Opp Workhouse),53.49545083,-6.527729167,15/05/2017 11:22,BE,109,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101341,101341,Dunshaughlin,Dunshaughlin (Opp Business Park),53.50578083,-6.539879167,15/05/2017 11:22,BE,109B,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101351,101351,Opp Lismullen,Opp Lismullen,53.58861028,-6.595779167,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101361,101361,Garlow Cross,Garlow Cross (Ras Na Ri),53.60305,-6.619559167,15/05/2017 11:22,BE,109A,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101371,101371,Navan,Navan (Johnstown Supervalu),53.64296972,-6.659789167,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101381,101381,Navan,Navan (Level Crossing),53.65534944,-6.703819167,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101391,101391,Navan,Navan (Navan Ford),53.67273917,-6.740109444,15/05/2017 11:22,BE,109A,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101411,101411,Opp Fairyhouse,Fairyhouse Opp Racecourse,53.48503139,-6.473659167,15/05/2017 11:22,BE,105X,105,103X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101421,101421,Kells,Kells (Opp Business Park),53.73649806,-6.901739444,15/05/2017 11:22,BE,109,187,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101431,101431,Carnaross,Carnaross (Church),53.75061778,-6.955139444,15/05/2017 11:22,BE,187,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101441,101441,Carnaross North,Carnaross North,53.7539375,-6.963509444,15/05/2017 11:22,BE,109,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101451,101451,Whitegate Cross,Whitegate Cross (Opp Filling Station),53.77662722,-7.004279444,15/05/2017 11:22,BE,187,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101461,101461,Maghera Cross,Maghera Cross (Op Virginia Transport),53.80010861,-7.033830833,15/05/2017 11:22,BE,109,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101471,101471,Virginia,Virginia (Remor),53.83250694,-7.071559444,15/05/2017 11:22,BE,187,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101501,101501,Billis Cross,Billis Cross (Westbound),53.88648639,-7.148379722,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101511,101511,New Inn,New Inn,53.90217611,-7.178399722,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101531,101531,Opp Lavey Inn,Opp Lavey Inn,53.96547583,-7.230119722,15/05/2017 11:22,BE,109,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101541,101541,Cavan,Cavan (Opp Kilmore Hotel),53.98639528,-7.317519722,15/05/2017 11:22,BE,166,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101551,101551,Cavan,Cavan (Army Barracks),53.98457528,-7.326939722,15/05/2017 11:22,BE,109,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101561,101561,Cavan,Cavan (Cavan Crystal),53.98330528,-7.342199722,15/05/2017 11:22,BE,166,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101571,101571,Cavan,Cavan (Tractamotors),53.98283528,-7.356189722,15/05/2017 11:22,BE,109,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101591,101591,Cavan,Cavan (Opp Tractamotors),53.98302528,-7.355439722,15/05/2017 11:22,BE,166,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101601,101601,Cavan,Cavan (Opp Cavan Crystal),53.98342528,-7.340699722,15/05/2017 11:22,BE,109,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101611,101611,Cavan,Cavan (Opp Army Barracks),53.98467528,-7.326849722,15/05/2017 11:22,BE,166,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101621,101621,Bent Elbow,Bent Elbow (Maggie Lee Church),53.92391611,-7.212139722,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101631,101631,Opp New Inn,Opp New Inn,53.90060611,-7.173559722,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101641,101641,Bilis Cross,Billis Cross (Eastbound),53.88625639,-7.147539722,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101651,101651,Opp Lisgrey House,Opp Lisgrey House,53.86798306,-7.116651389,15/05/2017 11:22,BE,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101661,101661,Bullstown,Bullstown North,53.48254222,-6.372278889,15/05/2017 11:22,BE,107,103X,103,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101671,101671,Virginia,Virginia (Virginia South),53.83195694,-7.070289722,15/05/2017 11:22,BE,109,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101681,101681,Maghera Cross,Maghera Cross,53.79954722,-7.033019722,15/05/2017 11:22,BE,187,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101691,101691,White Gate Cross,White Gate Cross (Filling Station),53.7758275,-7.002609722,15/05/2017 11:22,BE,109,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101701,101701,Carnaross,Carnaross North (Carnaross Fireplaces),53.7539875,-6.963409444,15/05/2017 11:22,BE,187,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101711,101711,Carnaross Village,Carnaross (Panelcraft),53.75202639,-6.958528056,15/05/2017 11:22,BE,109,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101721,101721,Kells,Kells (Business Park),53.73590806,-6.899799444,15/05/2017 11:22,BE,187,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101731,101731,Kells,Kells (Cavan Road),53.73069833,-6.8848475,15/05/2017 11:22,BE,109A,109,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101741,101741,Kilmainham,Kilmainham (Southbound),53.71496917,-6.828133611,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101751,101751,Bloomsbury Cross,Bloomsbury Cross (Southbound),53.70770833,-6.799609444,15/05/2017 11:22,BE,109A,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101761,101761,Opp Silver Tankard,Opp Silver Tankard,53.68641917,-6.768219444,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101771,101771,Navan,Navan (Opp Navan Ford),53.67219639,-6.738833889,15/05/2017 11:22,BE,109A,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101781,101781,Navan,Navan (Woodies),53.65474944,-6.701039444,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101791,101791,Dalgan Pk,Dalgan Pk (Opp St Columbans),53.60897417,-6.627520556,15/05/2017 11:22,BE,109A,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101801,101801,Navan,Navan (Opp Ardboyne Hotel),53.64187528,-6.670761944,15/05/2017 11:22,BE,109,136,134,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101811,101811,Navan,Navan (Kilcarn Bdg Opp Old Bridge Inn),53.63182972,-6.663219167,15/05/2017 11:22,BE,109A,136,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101821,101821,Garlow Cross,Garlow Cross (Opp Ras Na Ri),53.60295028,-6.618959167,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101831,101831,Opp Tara Cross,Opp Tara Cross,53.59272028,-6.603269167,15/05/2017 11:22,BE,109A,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101841,101841,Lismullen,Lismullen,53.58948028,-6.596809167,15/05/2017 11:22,BE,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101851,101851,Ashbourne,Ashbourne (Garden City Stop),53.50887194,-6.395918889,15/05/2017 11:22,BE,109A,107,105X,103,103X,105,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101861,101861,Ross Cross,Ross Cross Meath (Southbound),53.56700056,-6.579619167,15/05/2017 11:22,BE,136,109,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101871,101871,Dunshaughlin,Dunshaughlin (Business Park),53.50582083,-6.539769167,15/05/2017 11:22,BE,109B,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101881,101881,Dunshaughlin,Dunshaughlin (Workhouse),53.49596083,-6.528199167,15/05/2017 11:22,BE,109,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101891,101891,Ryans Town,Ryans Town (Opp Bush Lane),53.48345194,-6.514429167,15/05/2017 11:22,BE,109B,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101901,101901,Rathbeggan,Rathbeggan (Des Kellys),53.47832111,-6.504929167,15/05/2017 11:22,BE,109,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101911,101911,Porterstown Lane,Porterstown Lane (Op Rathbeggan Lakes),53.46722111,-6.491879167,15/05/2017 11:22,BE,109B,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101921,101921,Sheaf of Wheat,Bracetown Business Park (southbound),53.43003361,-6.460343611,15/05/2017 11:22,BE,109,105,109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101931,101931,Clonee,Clonee (Opp Lidl),53.41054167,-6.442058889,15/05/2017 11:22,BE,109B,105,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101971,101971,Custom House Quay,Custom House Quay (Hilton Garden Inn),53.34800778,-6.247196944,15/05/2017 11:22,BE,101X,100X,115,126,115A,109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101981,101981,Ratoath,Ratoath (Fairyhouse Rd Millview),53.50213028,-6.46718,15/05/2017 11:22,BE,105,103X,105X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101991,101991,Fairyhouse Rd (East,Fairyhouse Rd (Eastbound),53.4701925,-6.47086,15/05/2017 11:22,BE,105X,103X,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102001,102001,Fairyhouse Rd (West,Fairyhouse Rd (Westbound),53.47019222,-6.470849167,15/05/2017 11:22,BE,105,103X,105X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102011,102011,Gyles Quay Cross,Gyles Quay Cross (Northbound),53.99751583,-6.239858611,15/05/2017 11:22,BE,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
